"","score","text"
"357",0,"RT @sehri_wan: #Batman Imam Hatip Lisesinde 4 Ögrenci Tecavüze Ugramis...Islam Dinin Sapkinlari Ya Diri Diri Yakiyor,Yada Tecavüz Ediyor. #…"
"358",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"359",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"360",0,"#Kid #Toys DC Comics #Batman Unlimited - Robin - 12"" Inch Highly Posable Action #Figure #Toy… https://t.co/kzAk808mAQ"
"361",1,"RT @Toyark: New gallery of the awesome @NECA_TOYS #DCComics 7"" Christian Bale #Batman &amp; Arkham City #HarleyQuinn.

100+ Photos: https://t.c…"
"362",0,"Estamos protegidos mesmo hein?? Rs será? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Batman #021 @ Boulevard… https://t.co/PTrDMHEofl"
"363",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"364",2,"RT @Arty_Ape: Re-doing older art work is kinda fun, #Batman #DigitalPainting #FANART https://t.co/X9XsvSEHPW"
"365",1,"RT @JerzeyJ3: ...<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>these are a few of my fav-or-ite things...<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> #Batman #tattoo #HotChicks https://t.co/5L5A3ThG5s"
"366",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"367",0,"RT @sehri_wan: #Batman Imam Hatip Lisesinde 4 Ögrenci Tecavüze Ugramis...Islam Dinin Sapkinlari Ya Diri Diri Yakiyor,Yada Tecavüz Ediyor. #…"
"368",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"369",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"370",-2,"Chill Out With the New #Batman, Mr Freeze Mashup From Square Enix https://t.co/njqwNgBvX0 #toys #actionfigures https://t.co/0dKLN8N9pu"
"371",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"372",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"373",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"374",0,"<ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> #LEGOBatmanMovie #batman https://t.co/WKYUTqiZfp"
"375",0,"Check out this #Amazon deal: #dccomics Multiverse #Batman #ArkhamCity - Bat... by #Mattel https://t.co/u84uQxUNmE via @Amazon"
"376",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"377",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"378",0,"Toy Chest: Batman Helmet and Cape from Ideal, 1966. (Heritage)
#Batman #ComicBookFever #IdealToys https://t.co/MeHub2xa9j"
"379",0,"RT @ashandmotion: 2016.11.//020// #3D #C4D #Cinema4D #octanerender @OTOY #Render #lighting  #mehdihadi  #aftereffects #photography #batman…"
"380",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"381",-1,"RT @chrisroytaylor: #PestControl - Bat in the attic!

@theheraldsun #pestcontrol #Bat #Batman #pest #attic https://t.co/INW0DmfBm1"
"382",0,"RT @ashandmotion: 2016.11.//020// #3D #C4D #Cinema4D #octanerender @OTOY #Render #lighting  #mehdihadi  #aftereffects #photography #batman…"
"383",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"384",0,"Billy Dee Williams will play Two-Face in The Lego Batman Movie https://t.co/viI49CTL6N via @Verge @kwameopam #Batman #LegoBatman #TwoFace"
"385",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"386",0,"RT @sehri_wan: #Batman Imam Hatip Lisesinde 4 Ögrenci Tecavüze Ugramis...Islam Dinin Sapkinlari Ya Diri Diri Yakiyor,Yada Tecavüz Ediyor. #…"
"387",0,"#batgirl by @jb_popeggs #darknightgirl #batman #batfan #girlslovebatman #gotham #batlife… https://t.co/aayVZyxLwt"
"388",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"389",1,"...<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>these are a few of my fav-or-ite things...<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> #Batman #tattoo #HotChicks https://t.co/5L5A3ThG5s"
"390",0,"benim #rüyalarim #Hakkari #Yüksekova #Semdinli #Sirnak #Midyat #Batman #Daglica #Sur #Nusaybin #Diyarbakir #Bingöl… https://t.co/raEK53bPwG"
"391",-2,"RT @DCcomicsMX: ¡#Batman Noir: The Killing Joke estará en la #FIL2016! 

Visítennos y adquieran su ejemplar en pasta dura antes que en ning…"
"392",0,"Nuevo Poster de LEGO Batman: La Película 

#Batman #Lego https://t.co/9ZeiE0ysof"
"393",0,"RT @Foam60: RT jdubuzz: #Concours sur notre page Facebook !
Gagnez ces goodies #StarWars et #Batman :
https://t.co/fM6afHihdG https://t.co/…"
"394",-1,"#doodles #scribbles #doomsday #flash #batman https://t.co/X6MTgsb9W6"
"395",0,"#harleyquinn by @Slinky_Tinky #darknightgirl #batman #batfan #girlslovebatman #gotham #batlife… https://t.co/CWudOXmFqf"
"396",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"397",-2,"RT @DCcomicsMX: ¡#Batman Noir: The Killing Joke estará en la #FIL2016! 

Visítennos y adquieran su ejemplar en pasta dura antes que en ning…"
"398",-2,"Some #doodles #scribbles #batman #superman #wonderwoman #greenlantern #doomsday #bane <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/BTOgGfYZ7e"
"399",1,"RT @MemeCenter: For #Batman fans out there! https://t.co/g8cudHbUnC"
"400",0,"RT @yenicerikahvesi: betmen deyu ma'ruf ol acaib kimesne sultanimizun pâyini bûs iderken. #Batman https://t.co/VKKkoIAjhi"
"401",0,"RT @yenicerikahvesi: betmen deyu ma'ruf ol acaib kimesne sultanimizun pâyini bûs iderken. #Batman https://t.co/VKKkoIAjhi"
"402",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"403",1,"RT @billkuchman: A quarter century after #Batman Returns, Billy Dee Williams finally gets the Two-Face role he was promised. https://t.co/3…"
"404",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"405",0,"DC Collectibles Batman: Rainbow Action Figure (6 Pack) - https://t.co/9ehqq6JXlL - #Batman https://t.co/dz1VoLjTQV"
"406",0,"#DCCollectibles #DCComics The New #52TrinityWar Action Figure Playset #Batman #Superman #WonderWoman - https://t.co/tbJO6sfxMX"
"407",0,"RT @CarsNHeavyMetal: ~ Batman &amp; Rock Together at Last! ~
~ Batmobile Guitar ~
#batman #guitar #batmobile https://t.co/v7y1be3VDO"
"408",0,"#NoticiasZF Nuevo Póster de The Lego BATMAN Movie!!!

#Batman #Lego #DC https://t.co/OeYlnTNXps"
"409",2,"Batman Superman Wonder Women 
Great art! https://t.co/oCi6E1nY4d 
#batman #dcuniverse… https://t.co/pIyPexZasM"
"410",1,"RT @FunkoDCLegion: RT &amp; follow @FunkoDCLegion for a chance to win a @HotTopic Exclusive 1957 Detective Comics Edition Dorbz Zebra #Batman h…"
"411",0,"#Batman #DCComics #<U+0411><U+044D><U+0442><U+043C><U+0435><U+043D> https://t.co/q0x7kI7Ne2"
"412",1,"RT @HolyBatCast: #Batman's bringing some friends this February!!! Excellent new poster for #TheLEGOBatmanMovie! https://t.co/51pXs31np7"
"413",0,"#batgirl by @_juuhbrito #darknightgirl #batman #batfan #girlslovebatman #gotham #batlife… https://t.co/W5PU77oAcM"
"414",0,"#Knightfall #Batman #DC #Comics Multiverse #Arkham Origins #Mattel #ActionFigures https://t.co/tfUsa2G5Xm @eBay #ArkhamKnight #Batman66"
"415",-1,"A little companion blog for my new #VIDEO #BATMAN #ABEAUTIFULLIE #DCEU #TheDarkKnight #BatmanBegins #Joker 
https://t.co/MtsHv84I41"
"416",0,"#Kid #Toys COLLECTIBLE 1992 UNIVERSAL CLIP ART KONAMI #Batman THE ANIMATED SERIES SEALED https://t.co/Q4SBnIMwLg… https://t.co/4jbRJo3Bk9"
"417",0,"#Catwoman #Batman #DC #Comics Multiverse #Arkham City #Mattel #ActionFigures https://t.co/kSjQ8CzjsD @eBay #ArkhamKnight #BatmanvSuperman"
"418",1,"RT @HolyBatCast: #Batman's bringing some friends this February!!! Excellent new poster for #TheLEGOBatmanMovie! https://t.co/51pXs31np7"
"419",0,"#Batman Annual 1 is a walk down memory lane, but not all its stories land. Drew and Michael discuss:… https://t.co/FLeqglPE1i"
"420",0,"RT @VigilanteDc: En un estado de Florida cerca de 1300 personas votaron para que #Batman fuera Presidente... ¿Cuanta gente debe haber hecho…"
"421",0,"Echo favorites for lunch #batman #wonderwoman https://t.co/ZcgGS7mEQx"
"422",1,"RT @BatmanStore: New ‘The LEGO Batman Movie’ poster features your favorite DC Comics characters - https://t.co/v11ISpN6dL - #Batman"
"423",1,"RT @BatmanStore: New ‘The LEGO Batman Movie’ poster features your favorite DC Comics characters - https://t.co/GMcrW9njvX - #Batman"
"424",0,"RT @Gotham_Informer: #Batman y #Azrael. https://t.co/kNgaeBwYU7"
"425",0,"Play Arts Action Figures for sale! #hudsonsvideogames #oviedomall #harleyquinn #batman #superman… https://t.co/KAmEZ0Cltk"
"426",-1,"The psychology of Batman The Dark knight https://t.co/AVvQIh53sa #psychology #batman"
"427",0,"@KikiSidira @E_C_Thorn @harris_s_m Back to #Batman? https://t.co/drd1oyDtOI"
"428",1,"Superherocake <ed><U+00A0><U+00BC><ed><U+00BD><U+00B0> pretty smooth<U+2800>
<U+2800>
<U+2800>
#kameramitherz #batman #superman #wedding #weddingday #… https://t.co/BTNlmAlokp https://t.co/I6OiiPou4F"
"429",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"430",0,"#LEGO #TheLEGOMovie #LEGOBatmanMovie #EverythingIsAwesome #MashupMadness #DCComics #SuperHeroes #Batman https://t.co/xE4rjT98NM"
"431",0,"I saw a bat today. #bat #vampire #batman #nature #damnnatureyouscary #alabama #springville… https://t.co/8rbXA1CEkN"
"432",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"433",0,"RT @Smay: #westernu media guru @JeffRenaud99 got to hang out with his hero #Batman at today's @businesscares launch. #fighthunger https://t…"
"434",0,"@j2gEurobricks Here a some characters I can recognise from my Comic-Book Knowledge! #LEGO #Batman #Movie… https://t.co/KrMxdD884R"
"435",0,"#batman #batmancowl #batskull #skull #art https://t.co/ardWGtDfFc"
"436",0,"RT @toonzone: Billy Dee Williams to Voice twoface in “The lego Batman Movie” https://t.co/UNUxZohuEX #Batman #dcanimation #lego https://t.c…"
"437",1,"I get Bruce out of Arkham Asylum and have an eventful journey back to Wayne Manor.
#Batman #BatmanTheTelltaleSeries 
https://t.co/3TvoUCE5A0"
"438",0,"#westernu media guru @JeffRenaud99 got to hang out with his hero #Batman at today's @businesscares launch.… https://t.co/5iY9qfD1yp"
"439",1,"New ‘The LEGO Batman Movie’ poster features your favorite DC Comics characters - https://t.co/v11ISpN6dL - #Batman"
"440",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"441",1,"New ‘The LEGO Batman Movie’ poster features your favorite DC Comics characters - https://t.co/GMcrW9njvX - #Batman"
"442",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"443",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"444",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"445",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"446",0,"#TheLEGOBatmanMovie hat ein Poster. Hier ist es. #Batman https://t.co/QOk0QW7D9W"
"447",0,"Justice League Dark: 13 Reasons To Get Hyped https://t.co/Usyb5wyNZA | https://t.co/GxgrcyoBv0 | #batman"
"448",-1,"A Dark Knight Returns Character Joins LEGO Batman Movie Cast https://t.co/idKACDbjC6 | https://t.co/GxgrcyoBv0 | #batman"
"449",0,"Road To Commander Episode 15 - Sniper VS Sniper #CallofDuty #MWRemastered #Batman  https://t.co/RONNPB8sgD"
"450",0,"RT @toonzone: Billy Dee Williams to Voice twoface in “The lego Batman Movie” https://t.co/UNUxZohuEX #Batman #dcanimation #lego https://t.c…"
"451",0,"| Batman | #DC #Batman https://t.co/xVOWBayyQe"
"452",1,"RT @susaneisenberg1: Happy Birthday to the one and only @RealKevinConroy! #Batman https://t.co/tqhNDyrpTg"
"453",0,"RT @ashandmotion: @OTOY #lego #batman #dccomics #octanerender #render #3D https://t.co/vWDiVjtJuu"
"454",0,"RT @DCCOM1CS: Mehdi Hadi @ashandmotion: @OTOY #lego #batman #dccomics #octanerender #render #3D https://t.co/XJvEblKabL https://t.co/tSmsWS…"
"455",1,"RT @BobaFettANHSE: The plaque says it all.... great job! #Batman #dccomics https://t.co/AuyivwzJIz"
"456",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"457",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"458",0,"#Batman #LEGO #SiguemeYTeSigo #JuevesDeGanarSeguidores #AcaHaySeguidoreS https://t.co/JEdtdM7wpx"
"459",1,"#Kid #Toys Hot #Toy Michael Keaton #Batman 1/6 Action #Figure DX09 New in box unused https://t.co/V5WSKAQaBX #Gift https://t.co/1mSOCygNtN"
"460",0,"New Poster For ‘The Lego #Batman Movie’ Is Released https://t.co/5IgYmcZEiV https://t.co/x3l09P0Z0k"
"461",1,"Old Deathstroke vs Batman drawing that I did. Awesome colors by Jesse Heagy! 
#batman #deathstroke #comics… https://t.co/8clrMGwrPZ"
"462",0,"RT @1DeekRhewBooks: Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
htt…"
"463",2,"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…"
"464",2,"RT @Jeremy_Colwell: In honor of my #Batman gig, here's a warmup-turned-painting over @JimLee's DK3 variant cover pencils. For Fun Only. htt…"
"465",0,"@pamelaospina jejejeje #batman https://t.co/X2g6105lgP"
"466",0,"RT @EastLAComicCon: #NewComicBookDay! What did everyone pick up today? #ncbd #comics #batman #superman #ghostrider #saga #eastla #eastlacom…"
"467",0,"ESTOY ENAMORÁ DE CUATRO BABYS

#Zeus #Coscu #Batman #Malumaa"
"468",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"469",1,"Good vibes.
#Comics #DC #DCComics #DCRebirth #Batman #BatmanBeyond #TheHellblazer #JusticeLeague… https://t.co/3cwJI4n36W"
"470",0,"RT @DCcomicsMX: ""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"471",0,"RT @1DeekRhewBooks: Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
htt…"
"472",0,"RT @mctherrien: Thursday afternoon sketches in Gotham. #batman #dccomics https://t.co/vnTCHV908S"
"473",1,"Here's a #ThursdayThought! Is there anybody who can defeat #Batman? @BatmanBricks @BatmanNewsCom @BATMANNOTES… https://t.co/lz4brXwxbj"
"474",0,"#Batman y #Azrael. https://t.co/kNgaeBwYU7"
"475",0,"WHO ELSE WANTS TO SEE THIS¡¡¡ #batman @WBPicturesLatam https://t.co/SY1zSvwFle"
"476",0,"#batman #taskmanager #geek batman is inside my machine <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B6><U+00B1><ed><U+00A0><U+00BD><ed><U+00B6><U+00A5><U+2328><U+FE0F> #trucdegeek https://t.co/QvphwsSCx4"
"477",0,"RT @dropsdejogos: A máscara de Batman vs Superman, aquele filme horrível (na humilde opinião do Pedro).

#batman… https://t.co/rDINNebJk3"
"478",0,"Billy Dee Williams will reprise his role as Harvey Dent!  #Batman https://t.co/BQLvu1fWRU"
"479",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"480",0,"PHOTO

#BatmanTheRide à #SixFlagsNewEngland est l'une des rares montagnes russes thématisée sur #Batman qui n'est... https://t.co/dMPTeKzBAw"
"481",0,"Geek out! @ErinRhewBooks
&amp; I went to @CrystalCoastCon. 
Meet a #Jedi, #Jafar, #BatMan, #SuperMan, &amp; @ChrissyLessey 
https://t.co/yEtcVQZBea"
"482",0,"""Tú no eres aquello para lo que te hicieron. Tú eres algo más. Eres lo que decides ser"".

#Batman. https://t.co/zalTZMU3au"
"483",1,"RT @BobaFettANHSE: The plaque says it all.... great job! #Batman #dccomics https://t.co/AuyivwzJIz"
"484",0,"RT @Celinesth: #LEGO #Batman Movie taps Billy Dee Williams to voice Two-Face https://t.co/iavE10M7bc https://t.co/tXnvhVz0F9"
"485",0,"How the #Batman Got His Bat-Hound https://t.co/9jIJnRCJnE #comics"
"486",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"487",0,"RT @mctherrien: Thursday afternoon sketches in Gotham. #batman #dccomics https://t.co/vnTCHV908S"
"488",0,"#officialstarsofcosplaymodel kikicarnage
#harleyquinn #harley #batman #thejoker #suicidesquad… https://t.co/MAxeLmqjbP"
"489",0,"RT @dropsdejogos: A máscara de Batman vs Superman, aquele filme horrível (na humilde opinião do Pedro).

#batman… https://t.co/rDINNebJk3"
"490",1,"#smile #VMA #batman #usa #autoretrato #feet #handmade #iphonegames 

 --&gt; https://t.co/dVDhcfh6GJ https://t.co/x5dKGfYkex"
"491",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"492",1,"RT @RealHonestMom: Sweet! #LEGO #Batman Movie kits now on @amazon #Batmobile 70905 #ad https://t.co/tgT00m4Fq7 #LEGOBatmanMovie #toys #chri…"
"493",0,"#LEGO #Batman Movie taps Billy Dee Williams to voice Two-Face https://t.co/WalOZ7vzAv https://t.co/OyaoZMFWuf"
"494",0,"#LEGO #Batman Movie taps Billy Dee Williams to voice Two-Face https://t.co/0oqmARD7fk https://t.co/fCN2R9Bfan"
"495",0,"#LEGO #Batman Movie taps Billy Dee Williams to voice Two-Face https://t.co/iavE10M7bc https://t.co/tXnvhVz0F9"
"496",0,"RT @dropsdejogos: A máscara de Batman vs Superman, aquele filme horrível (na humilde opinião do Pedro).

#batman… https://t.co/rDINNebJk3"
"497",0,"Batirascada de espalda. #Batman. https://t.co/sxzWl8jhRO"
"498",0,"Thursday afternoon sketches in Gotham. #batman #dccomics https://t.co/vnTCHV908S"
"499",-1,"#GRAMMYs #euro #psicologia #girlsnight #batman #fuck #photooftheday #XboxOne

 &gt;&gt;&gt; https://t.co/kc2xC0Jn7Z &lt;&lt;&lt; https://t.co/3RrRuvF8uD"
"500",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"501",0,"<ed><U+00A0><U+00BD><ed><U+00B9><U+0088> #weirdbathroomconvos #batman #bathman https://t.co/DLR4kfOwMU"
"502",1,"RT @angiesangelhelp: Shop @fundotcom_ For The Best Nerdy Gifts This Holiday Season https://t.co/GdiUEGKtUV #ad #HGG #Holidays #BATMAN #marv…"
"503",1,"RT @TheLastCanary: Just a friendly reminder that #BlackCanary is indeed on the same tier as #WonderWoman #Batman &amp; #Superman #YesLaurelYesA…"
"504",0,"RT @dropsdejogos: A máscara de Batman vs Superman, aquele filme horrível (na humilde opinião do Pedro).

#batman… https://t.co/rDINNebJk3"
"505",0,"RT @Foam60: RT jdubuzz: #Concours sur notre page Facebook !
Gagnez ces goodies #StarWars et #Batman :
https://t.co/fM6afHihdG https://t.co/…"
"506",0,"Back to #arkham #Batman and #gotham . #darkknight #PS4share https://t.co/BUGp2pyE1L"
"507",0,"RT @ETemelkuran: Bu ülkeyi, baska sey degil, çocuklarin ahi yikacak. #aladag #batman #ensar #pozanti"
"508",1,"Though not as strong as previous episodes, ep4 of #BatmanTheTelltaleSeries has me stoked for ep5! #Batman https://t.co/JHBAzpLVOr"
"509",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"510",1,"DC Universe - Wonder Woman #cosplay #cosplayer #dcuniverse #dccomics #WonderWoman #JusticeLeague #SUPERMAN #pretty… https://t.co/2GbzFHmOhF"
"511",0,"#Batman #LEGOBatmanMovie #Robin #Batgirl https://t.co/FKzNX8mqi0"
"512",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"513",0,"RT @mikeidg: #EstrandoAndo chamarra de #Batman y #Medallita gracias @dan_el_lagarto y @cesar_IDG detallazos https://t.co/KK5zkCCkFL"
"514",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"515",0,"RT @ETemelkuran: Bu ülkeyi, baska sey degil, çocuklarin ahi yikacak. #aladag #batman #ensar #pozanti"
"516",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"517",0,"let's go Robin! Climb the building! #Batman #BatmanAndRobin… https://t.co/0T0wonzAgr"
"518",0,"New #movie #poster for The #LEGO #Batman Movie https://t.co/WrCnTG1kdS"
"519",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"520",1,"DC Comics BATMAN Arkham City Men's T-Shirt You're Not Safe Here No One Is Size L #Batman https://t.co/4MjGzkN03y via @eBay #ArkhamCity"
"521",1,"RT @Jeremy_Colwell: I love my job. #Batman #TMNT #5 out today. @JamesTheFourth @Freddieart @suddenchad https://t.co/yjoIfqrH49"
"522",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"523",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"524",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"525",1,"RT @Jeremy_Colwell: #Batman by @AaronKuder with my colors. Aaron has a beautiful line quality. Video coming later today. https://t.co/A4zJG…"
"526",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"527",0,"Yo me llamo Ralph #StarWars #Vader #darthvader #Horus #Batman  #harrypotter #rebels #Class… https://t.co/A22OZZIOzM"
"528",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"529",-1,"I keep my twitter on night mode. Cause that's just how I roll. Live dangerously my friends. #Batman #extremesports #danger"
"530",0,"RT @Jeremy_Colwell: Because #Batman. Drawn by @lewislarosa. Colors by me. #ForFunOnly https://t.co/XPxkrw3rqg"
"531",0,"RT @CHANNINGPOSTERS: Otto Preminger was a great #Batman villain as Mr. Freeze, 1960s. https://t.co/mJe1yMNz9B"
"532",1,"RT @HolyBatCast: #Batman's bringing some friends this February!!! Excellent new poster for #TheLEGOBatmanMovie! https://t.co/51pXs31np7"
"533",0,"RT @DrunkSuperman_: FAN ART: Clint Eastwood as #BATMAN https://t.co/j7IfnkxWjP"
"534",0,"Caaaniimm Türkiye'min heryeri ayri bi cennet<ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #Batman #hasankeyf https://t.co/a2CaOaDm4d"
"535",1,"RT @Disconeedsme: Holy extensive Bat-Cast Batman! Check out the Official @LEGOBatmanMovie Poster! @LEGO_Group #lego #batman https://t.co/hU…"
"536",2,"RT @tarastrong: A very happy birthday to the untouchable @RealKevinConroy an incredible talent…&amp; such a mensch. <U+2764><U+FE0F> u #Batman https://t.co/I…"
"537",0,"RT @JamesGavsie: Happy belated Birthday to #KevinConroy , the definitive #Batman. #BTAS #dccomics https://t.co/FWL9ItcaDY"
"538",0,"RT @pthenrycavillbr: #Superman e #Batman no estande Warner Bros - (@wbpictures_br) na #CCXP (@CCXPoficial) #WarnerNaCCXP #ligadajustiça #ju…"
"539",0,"#hot #tattoo #revenge #consejos #street #batman #LittleBigTown #music 

 --&gt;&gt; https://t.co/10otc5xC7v https://t.co/MJhSlokYED"
"540",2,"Oh Yes! The @LEGOBatmanMovie is looking better and better <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#blogging #batman https://t.co/pE1q87KE0K"
"541",-1,"#Kid #Toys #Batman Movie (1989) Bob the Goon Action #Figure https://t.co/kHo26G6b6J #Gift https://t.co/d8Fwim1y0M"
